LFQ intensity 1_14012022_20220114150835	LFQ intensity 2_14012022	LFQ intensity 3_14012022	LFQ intensity 4_14012022	LFQ intensity 5_14012022	LFQ intensity 6_14012022	LFQ intensity 7_14012022	LFQ intensity 8_14012022	LFQ intensity 9_14012022	LFQ intensity 10_14012022	LFQ intensity 11_14012022	LFQ intensity 12_14012022	LFQ intensity 13_14012022	LFQ intensity 14_14012022	LFQ intensity 15_14012022	LFQ intensity 16_14012022	LFQ intensity 17_14012022	LFQ intensity 18_14012022	LFQ intensity 19_14012022	LFQ intensity 20_14012022	LFQ intensity 21_14012022	LFQ intensity 22_14012022	LFQ intensity 23_14012022	LFQ intensity 24_14012022	LFQ intensity 25_14012022	LFQ intensity 26_14012022	LFQ intensity 27_14012022	LFQ intensity 28_14012022_20220119082438	LFQ intensity 29_14012022_20220119110854	LFQ intensity 30_14012022_20220119135302	LFQ intensity 31_14012022_20220119163708	LFQ intensity 32_14012022_20220119192113	LFQ intensity 33_14012022_20220119220519	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
NaN	NaN	23.5094203948975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.8860263824463	21.0382518768311	21.1538791656494	NaN	20.4675216674805	21.4705047607422	20.6982917785645	NaN	19.7934608459473	19.962963104248	NaN	19.620849609375	NaN				2	2	2	9.2	9.2	9.2	33.67	0	5.5787	8937400	20	P07910;B4DSU6;G3V2Q1;G3V4C1;B2R5W2;B4DY08;G3V576;G3V4W0;G3V555;G3V575;G3V251;G3V3K6;G3V5X6;O60812;G3V4M8;B2RXH8;B7ZW38;A0A0G2JNQ3;A0A0G2JPF8;P0DMR1;G3V2H6	P07910;B4DSU6;G3V2Q1;G3V4C1;B2R5W2;B4DY08;G3V576;G3V4W0;G3V555;G3V575;G3V251;G3V3K6;G3V5X6;O60812;G3V4M8;B2RXH8;B7ZW38;A0A0G2JNQ3;A0A0G2JPF8;P0DMR1;G3V2H6	Heterogeneous nuclear ribonucleoproteins C1/C2;Heterogeneous nuclear ribonucleoprotein C-like 1;Heterogeneous nuclear ribonucleoprotein C-like 2;Heterogeneous nuclear ribonucleoprotein C-like 3;Heterogeneous nuclear ribonucleoprotein C-like 4	HNRNPC;HNRNPCL1;HNRNPCL2;HNRNPCL3;HNRNPCL4	64
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.456033706665	NaN	NaN	NaN	NaN	NaN	NaN	18.5737438201904	NaN				3	3	3	9.6	9.6	9.6	45.746	0	6.2589	3439700	3	B4DDD6;Q9UJU6;H0Y5J4;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1;F8WBG8	B4DDD6;Q9UJU6;H0Y5J4	Drebrin-like protein	DBNL	65
20.5375366210938	NaN	23.8176307678223	20.3149547576904	NaN	19.1472091674805	20.4256248474121	NaN	19.746488571167	20.2203407287598	19.7349605560303	NaN	19.0522117614746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.919412612915	NaN	20.2058601379395	NaN	18.9655876159668	20.0584087371826	19.4636154174805	NaN	NaN	17.7077236175537	NaN	NaN	18.4688949584961				3	3	3	11.6	11.6	11.6	49.897	0	9.19	21179000	40	B4DNK4;P14618;H3BQ34;H3BTN5	B4DNK4;P14618;H3BQ34;H3BTN5	Pyruvate kinase;Pyruvate kinase PKM	PKM	66
NaN	17.1109523773193	NaN	NaN	NaN	NaN	NaN	NaN	17.648286819458	17.8776550292969	NaN	NaN	NaN	17.7244071960449	NaN	17.8772354125977	17.7444534301758	18.2642593383789	NaN	NaN	NaN	NaN	NaN	17.3726272583008	17.4763507843018	NaN	17.681676864624	NaN	NaN	17.5714855194092	17.9865417480469	18.169376373291	17.9346237182617				3	3	3	6.1	6.1	6.1	60.533	0	5.4843	9334600	16	P49368;B4DUR8;Q5SZX6	P49368;B4DUR8	T-complex protein 1 subunit gamma	CCT3	67
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	37.2	37.2	37.2	4.8535	0	15.81	30025000	34	J3QSA3;F5H265;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;F5GZ39;B4DV12;F5H2Z3;F5GYU3;F5H6Q2;J3QTR3;J3QS39;M0R1V7;P62979;P62987;P0CG47;P0CG48	J3QSA3;F5H265;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;F5GZ39;B4DV12;F5H2Z3;F5GYU3;F5H6Q2;J3QTR3;J3QS39;M0R1V7;P62979;P62987;P0CG47;P0CG48	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	UBB;UBC;RPS27A;UBA52	68
21.0174007415771	21.3392467498779	NaN	21.717830657959	21.9181976318359	22.3775062561035	22.6173973083496	22.576831817627	22.1898155212402	22.4860095977783	21.6150856018066	22.3958702087402	23.1949939727783	22.0177745819092	NaN	22.4611644744873	23.7728366851807	22.3365802764893	NaN	NaN	NaN	20.7535228729248	21.7547473907471	20.8115100860596	21.357458114624	20.2455101013184	22.0570869445801	21.5269298553467	22.6719779968262	21.9761371612549	22.2234668731689	21.1116523742676	21.6311645507813				33	33	4	24	24	4	140.94	0	323.31	1128100000	445	B4E1Z4;P00751;H7C5H1;A0A0G2JH38;C9JRT3;H7C526;A0A0G2JIE7;H0Y3H6	B4E1Z4;P00751;H7C5H1;A0A0G2JH38	Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	CFB	69
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	3	2	1	6.1	4.5	1.6	47.596	0.0070671	3.5514	545730	2	CON__Q92764;C4AM86;Q92764;CON__Q14525;CON__Q497I4;Q14525;CON__Q9D646;CON__O76011;CON__Q8IUT8;A0A140TA62;O76011	CON__Q92764;C4AM86;Q92764;CON__Q14525;CON__Q497I4;Q14525	Keratin, type I cuticular Ha5;Keratin, type I cuticular Ha3-II	KRT35;KRT33B	70
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	7.8	7.8	7.8	11.624	0	16.349	8821500000	47	C9J0E8;P11168	C9J0E8;P11168	Solute carrier family 2, facilitated glucose transporter member 2	SLC2A2	71
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	23.3	23.3	23.3	13.022	0.0072464	3.6121	1369700	1	F8WE65;C9J5S7;P62937;A0A7I2V5J5;E5RIZ5;A0A7I2V4V1;A0A7P0S768	F8WE65;C9J5S7;P62937;A0A7I2V5J5;E5RIZ5;A0A7I2V4V1;A0A7P0S768	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed	PPIA	72
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				2	2	2	7.1	7.1	7.1	51.856	0.0068729	3.3675	2102300	0	C9JIG9;O95747	C9JIG9;O95747	Serine/threonine-protein kinase OSR1	OXSR1	73
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	+		+	2	1	1	1.6	1	1	164.34	1	-2	2454900	2	CON__ENSEMBL:ENSBTAP00000024146	CON__ENSEMBL:ENSBTAP00000024146			74
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	12	2	2	17.8	3.5	3.5	63.165	0.0066007	3.1067	5900500	3	CON__ENSEMBL:ENSBTAP00000038253	CON__ENSEMBL:ENSBTAP00000038253			75
28.2904396057129	27.3133716583252	24.5835380554199	28.2277507781982	26.6361637115479	27.0390472412109	27.9263744354248	27.3774948120117	27.8596420288086	28.4451770782471	27.2863025665283	27.1710243225098	27.0253829956055	27.4020233154297	28.6281185150146	27.6083717346191	27.3206195831299	27.2547588348389	28.0339126586914	27.4773044586182	29.9687042236328	29.4615840911865	29.475025177002	28.756908416748	28.9717769622803	29.4087810516357	27.6329784393311	30.1666259765625	28.6953449249268	27.4401550292969	27.8743171691895	27.5839824676514	27.6510257720947			+	5	5	5	25.1	25.1	25.1	24.409	0	323.31	28673000000	929	CON__P00761	CON__P00761			76
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	4	1	1	34.5	10.6	10.6	15.184	0	11.366	324220000	75	CON__P01966	CON__P01966			77
20.3039627075195	20.1811962127686	NaN	21.4438457489014	NaN	NaN	19.9191513061523	19.0261554718018	20.0969982147217	20.260404586792	19.6633071899414	20.1486759185791	NaN	20.9346675872803	NaN	20.5146064758301	20.1343307495117	20.2084827423096	NaN	NaN	NaN	NaN	NaN	20.4273662567139	20.8484268188477	20.1510314941406	19.2912693023682	21.1878547668457	19.9952087402344	19.9918918609619	20.3070812225342	19.931324005127	20.2022762298584			+	20	8	5	47.5	25.6	18.4	51.621	0	123.78	114890000	103	CON__P02533;P02533;CON__Q6IFX2;CON__A2A4G1;CON__P19001;K7ENV3;CON__Q61782;A0A3B3IS58;K7EMS3;C9JTG5;CON__Q8N1A0;CON__P35900;CON__Q9D312;Q8N1A0;P35900	CON__P02533;P02533	Keratin, type I cytoskeletal 14	KRT14	78
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	28	2	1	47.7	3.9	1.8	60.044	0	15.537	19804000	2	CON__P02538;P02538;CON__O95678;O95678;CON__Q8VED5	CON__P02538;P02538	Keratin, type II cytoskeletal 6A	KRT6A	79
20.6806316375732	20.6798572540283	NaN	19.9556045532227	NaN	20.9429931640625	21.3426685333252	20.3302478790283	21.0579471588135	19.9923076629639	22.9342346191406	22.8342018127441	22.6869468688965	23.5685997009277	22.1995544433594	23.5618572235107	22.7495403289795	23.5557861328125	22.8581943511963	22.8355331420898	NaN	20.5155696868896	20.9417762756348	20.1101875305176	21.5568389892578	NaN	NaN	22.1854667663574	19.2846202850342	20.7618236541748	21.0405941009521	NaN	19.5109806060791			+	6	6	6	29.1	29.1	29.1	22.975	0	26.377	193240000	71	CON__P02662	CON__P02662			80
NaN	18.0392837524414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.7335052490234	19.2387180328369	NaN	19.2190647125244	NaN	19.5340251922607	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.0123348236084	NaN	NaN	NaN			+	2	2	2	8.7	8.7	8.7	24.348	0.0040323	4.9503	16831000	17	CON__P02663	CON__P02663			81
NaN	NaN	NaN	NaN	NaN	18.5873966217041	21.7693099975586	18.7133388519287	19.0259132385254	NaN	NaN	20.0646057128906	NaN	18.7080593109131	NaN	NaN	21.1011085510254	20.8441410064697	NaN	NaN	NaN	NaN	NaN	18.1794719696045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	2	2	2	12.4	12.4	12.4	23.583	0	35.046	36689000	17	CON__P02666	CON__P02666			82
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.6373424530029	NaN	NaN	NaN	20.0443363189697	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	2	2	2	12.4	12.4	12.4	18.974	0.0065147	3.0443	21183000	2	CON__P02668	CON__P02668			83
23.1664524078369	23.6359977722168	NaN	23.0112705230713	22.9703025817871	23.7914390563965	21.4689140319824	22.0765609741211	21.8222484588623	25.3228549957275	24.2850322723389	23.5197734832764	22.2908935546875	23.039909362793	19.7659244537354	23.0939559936523	21.8042793273926	23.8665561676025	NaN	21.6854305267334	NaN	23.5194129943848	22.6453971862793	22.0627956390381	24.1508140563965	21.0875129699707	21.978199005127	22.7558269500732	25.6101474761963	24.5769824981689	24.4545650482178	24.5446281433105	24.2613372802734			+	13	5	5	16.4	8.1	8.1	56.44	0	170.97	816370000	106	CON__P02676	CON__P02676			84
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.6814880371094	21.4217796325684	21.1737747192383	22.0736217498779	22.7074413299561	22.2470188140869	21.8833427429199	21.9887752532959	21.4868450164795	21.1301250457764	NaN	NaN	NaN	20.1784019470215	18.7190017700195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	6	6	6	45.7	45.7	45.7	18.281	0	53.084	102280000	55	CON__P02754	CON__P02754			85
26.5726947784424	27.9567642211914	24.6666030883789	26.8068580627441	26.9147911071777	27.8656139373779	27.277904510498	27.629508972168	27.5778751373291	27.6427192687988	27.2491626739502	28.4452571868896	27.3016452789307	27.7774982452393	26.6881923675537	27.6394805908203	27.6021537780762	28.0679950714111	26.5800342559814	26.5947704315186	25.9757881164551	27.9077033996582	28.6341571807861	28.6936187744141	28.7158107757568	26.563850402832	28.0059242248535	26.8980445861816	28.3711910247803	28.2936000823975	28.8747863769531	28.4006004333496	28.3216514587402			+	89	89	83	93.1	93.1	93.1	69.366	0	323.31	91848000000	4966	CON__P02768-1;P02768;A0A0C4DGB6;B7WNR0;H0YA55;D6RHD5;C9JKR2;A0A087WWT3;H7C013	CON__P02768-1;P02768;A0A0C4DGB6;B7WNR0;H0YA55;D6RHD5;C9JKR2;A0A087WWT3	Serum albumin	ALB	86
19.1609344482422	17.2364063262939	24.7368602752686	18.964714050293	NaN	NaN	18.6737651824951	17.7069816589355	17.4674625396729	19.2306022644043	19.0994396209717	17.9838733673096	NaN	NaN	19.749584197998	18.9523086547852	18.3194599151611	18.5237846374512	NaN	NaN	20.0817375183105	19.1543483734131	20.0287742614746	18.7295608520508	17.865140914917	20.4318599700928	19.197940826416	NaN	17.5989971160889	NaN	17.4255428314209	NaN	17.5761451721191			+	7	2	2	21.6	10.3	10.3	30.906	0	6.1633	16674000	42	F8VUG2;F8W1U3;CON__P05787;P05787;F8VP67;CON__H-INV:HIT000292931;H0YIB2	F8VUG2;F8W1U3;CON__P05787;P05787	Keratin, type II cytoskeletal 8	KRT8	87
20.7920951843262	19.3536071777344	NaN	22.315315246582	23.6334495544434	18.528980255127	20.2391128540039	18.8723449707031	20.5265941619873	21.0452690124512	20.2197494506836	NaN	18.7108535766602	20.7182483673096	NaN	20.8803195953369	20.1905097961426	20.1491718292236	NaN	20.5996875762939	NaN	NaN	NaN	20.5186462402344	21.3563823699951	NaN	NaN	21.962963104248	20.4140033721924	20.6279182434082	20.5699672698975	20.7738628387451	20.956880569458			+	23	19	11	52.6	47.4	30.9	51.267	0	323.31	377840000	151	CON__P08779;P08779;K7ENW6;CON__Q9Z2K1;CON__Q3ZAW8	CON__P08779;P08779	Keratin, type I cytoskeletal 16	KRT16	88
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	4	1	1	13.1	5.8	5.8	38.418	0.0066667	3.1503	1417600	1	CON__P12763	CON__P12763			89
21.3915252685547	20.1810741424561	NaN	20.4772396087646	20.788911819458	19.5279693603516	20.2743511199951	19.4577369689941	20.0650005340576	20.4249076843262	20.3548774719238	20.653772354126	19.1727733612061	21.3085250854492	20.8202629089355	20.6222991943359	20.5160503387451	20.5191249847412	NaN	NaN	NaN	NaN	20.340389251709	20.8394584655762	20.3934116363525	20.8209648132324	NaN	21.9406299591064	20.2863597869873	20.3884792327881	20.9335155487061	20.6821746826172	20.0682849884033			+	25	12	6	35.8	21.2	10.8	62.378	0	57.101	145370000	103	CON__P13647;P13647;F8W0C6;H0YI76;F8VV57;H0YIN9;F8VU69	CON__P13647;P13647	Keratin, type II cytoskeletal 5	KRT5	90
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	5	2	2	8.6	5.1	5.1	63.91	0	10.679	4643300	4	CON__P19013;P19013	CON__P19013;P19013	Keratin, type II cytoskeletal 4	KRT4	91
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.9999771118164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.3550071716309	NaN	NaN	NaN	NaN	NaN	NaN			+	2	2	2	6	6	6	46.103	0	131.58	17315000	22	CON__P34955	CON__P34955			92
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	+		+	45	1	1	82.3	5.6	5.6	65.865	1	-2	5600200	1	CON__P35908;P12036	CON__P35908			93
24.6131858825684	23.6122303009033	NaN	24.0783042907715	22.6656608581543	23.1784934997559	23.7089347839355	22.4998188018799	23.6720638275146	23.7976856231689	24.8620700836182	24.472526550293	22.8363227844238	24.6981639862061	23.8620223999023	24.1678314208984	24.3063297271729	23.9529590606689	22.3973865509033	23.6800289154053	24.8817577362061	23.9284992218018	23.8992900848389	24.395191192627	24.316930770874	24.3089694976807	23.4282875061035	24.5455131530762	24.0794448852539	24.0705471038818	24.2123031616211	24.1003704071045	23.1346435546875			+	45	45	1	82.2	82.2	4.7	65.432	0	323.31	3134300000	827	CON__P35908v2;P35908	CON__P35908v2;P35908	Keratin, type II cytoskeletal 2 epidermal	KRT2	94
21.0873832702637	19.4642753601074	NaN	21.5810451507568	22.7814083099365	NaN	20.1853160858154	NaN	20.3729457855225	NaN	NaN	20.4227542877197	NaN	21.2060985565186	NaN	20.6445598602295	NaN	19.6727981567383	NaN	NaN	21.016788482666	19.4246826171875	19.3213768005371	20.9767322540283	20.5889339447021	NaN	NaN	20.8777751922607	20.4651317596436	20.4800052642822	20.8898544311523	NaN	20.7576789855957			+	29	20	0	47.7	36.2	0	60.024	0	323.31	366530000	128	CON__P48668;P48668	CON__P48668;P48668	Keratin, type II cytoskeletal 6C	KRT6C	95
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	3	2	2	5.5	4.1	4.1	55.802	0.0071429	3.5747	541030	2	CON__P78386;P78386;F5GYI5;A0A087X106;CON__O43790;CON__Q14533;O43790;Q14533	CON__P78386;P78386;F5GYI5;A0A087X106;CON__O43790;CON__Q14533;O43790;Q14533	Keratin, type II cuticular Hb5;Keratin, type II cuticular Hb6;Keratin, type II cuticular Hb1	KRT85;KRT81;KRT86	96
NaN	NaN	NaN	18.710147857666	20.4057197570801	NaN	NaN	NaN	18.9583835601807	NaN	NaN	NaN	NaN	NaN	NaN	18.5985260009766	NaN	NaN	NaN	NaN	19.4925174713135	19.7653732299805	NaN	19.0347499847412	19.0195751190186	NaN	18.125150680542	19.0554733276367	NaN	17.74294090271	18.1231822967529	17.6930236816406	NaN			+	12	4	4	30.3	14.6	14.6	48.105	0	14.665	24026000	28	CON__Q04695;Q04695;K7EPJ9;CON__Q9QWL7;F5GWP8;K7ESE1	CON__Q04695;Q04695;K7EPJ9;CON__Q9QWL7;F5GWP8	Keratin, type I cytoskeletal 17	KRT17	97
21.0744400024414	NaN	NaN	21.805814743042	21.7400779724121	21.936429977417	22.559455871582	22.2394638061523	NaN	NaN	21.7677345275879	21.576623916626	22.4635105133057	NaN	NaN	21.7686233520508	23.0223541259766	NaN	NaN	NaN	NaN	21.5240612030029	NaN	20.7327270507813	21.3677845001221	21.572790145874	22.4722900390625	21.6966361999512	21.844181060791	21.506010055542	NaN	21.4564342498779	21.7432861328125			+	15	3	3	6.9	2	2	187.37	0	9.6689	246190000	15	CON__Q2UVX4	CON__Q2UVX4			98
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	7	1	0	9.3	2.2	0	58.923	0	216.23	41972000	59	CON__Q32MB2;Q86Y46;CON__Q7RTS7;F8W1S1;Q7RTS7;CON__Q14CN4-1;CON__Q6IME9;Q14CN4;H0YIC5;H0YIG3	CON__Q32MB2;Q86Y46;CON__Q7RTS7;F8W1S1;Q7RTS7;CON__Q14CN4-1;CON__Q6IME9;Q14CN4	Keratin, type II cytoskeletal 73;Keratin, type II cytoskeletal 74;Keratin, type II cytoskeletal 72	KRT73;KRT74;KRT72	99
26.501485824585	26.1588668823242	NaN	26.6989593505859	25.7822685241699	NaN	26.2462291717529	26.1561870574951	26.781192779541	26.9081611633301	NaN	NaN	26.7883052825928	27.870677947998	NaN	NaN	26.4994640350342	26.6844501495361	26.5054588317871	26.368013381958	26.9137630462646	27.6099224090576	26.7058277130127	NaN	27.3730182647705	26.582763671875	25.9507598876953	NaN	26.7490634918213	25.0402603149414	25.6744632720947	26.0981826782227	25.311882019043			+	4	2	2	6.3	3.2	3.2	43.017	0	291.28	4186000000	77	CON__Q32PJ2	CON__Q32PJ2			100
NaN	NaN	NaN	NaN	NaN	NaN	18.1022624969482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.3460292816162	17.1052341461182	17.8370742797852	NaN	NaN			+	2	2	2	1	1	1	248.07	0.0039062	4.552	7509400	8	CON__Q5D862;Q5D862	CON__Q5D862;Q5D862	Filaggrin-2	FLG2	101
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	8	2	0	11.1	4.1	0	58.911	0.003937	4.582	5371100	2	CON__Q6NXH9	CON__Q6NXH9			102
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.7840461730957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.3175182342529	20.6725387573242	17.9292011260986	NaN			+	11	8	6	19.9	16.3	12.1	61.901	0	15.697	15895000	12	Q7Z794;CON__Q7Z794;F8VS61	Q7Z794;CON__Q7Z794	Keratin, type II cytoskeletal 1b	KRT77	103
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	1	1	1	1.7	1.7	1.7	282.39	0	6.9047	1664000	7	CON__Q86YZ3;Q86YZ3	CON__Q86YZ3;Q86YZ3	Hornerin	HRNR	104
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			+	2	2	2	4.7	4.7	4.7	70.681	0	5.9387	2814200	8	Q04756;D6RAR4;CON__ENSEMBL:ENSBTAP00000023055	Q04756;D6RAR4;CON__ENSEMBL:ENSBTAP00000023055	Hepatocyte growth factor activator;Hepatocyte growth factor activator short chain;Hepatocyte growth factor activator long chain	HGFAC	105
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	26.2	26.2	26.2	7.2853	0.0066445	3.149	242360	1	D6RGE0;D6RI02;D6RED7;D6RAS7;H0Y8L7;D6RB09;E9PFI5;D6RG13;D6RAT0;P61247	D6RGE0;D6RI02;D6RED7;D6RAS7;H0Y8L7;D6RB09;E9PFI5;D6RG13;D6RAT0;P61247	40S ribosomal protein S3a	RPS3A	106
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				1	1	1	5.8	5.8	5.8	28.484	0.0073801	3.7458	7560800	2	V9GZ45;V9GYU9;V9GYP4;D6RB81;Q9UHK6	V9GZ45;V9GYU9;V9GYP4;D6RB81;Q9UHK6	Alpha-methylacyl-CoA racemase	AMACR	107
20.2703628540039	20.9529056549072	NaN	20.5361137390137	21.280366897583	20.6941299438477	20.9441375732422	20.7287483215332	20.8711719512939	20.7292461395264	20.3433208465576	21.6959571838379	21.0483989715576	20.6063899993896	20.6028614044189	21.3464622497559	20.8331394195557	21.0903587341309	20.4942378997803	20.2936744689941	NaN	20.7131385803223	NaN	22.0446357727051	22.1531677246094	20.9580154418945	20.8479690551758	NaN	20.931640625	21.2482929229736	22.0711040496826	21.6795997619629	21.3389759063721				21	21	21	54.8	54.8	54.8	53.02	0	323.31	572890000	247	D6RF35;P02774;D6RBJ7;D6RF20;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	D6RF35;P02774;D6RBJ7	Vitamin D-binding protein	GC	108
